origen,destino,via,distancia_km,tiempo_min,costo_sol,congestion,demanda_zona
408,425,Av. Tomas Marsano,0.7556,2.42,2.23,alta,baja
408,1377,Av. Aviacion,0.8162,2.46,1.34,baja,baja
408,1334,Av. 28 de Julio,1.097,3.46,1.97,alta,baja
409,320,Via Expresa,0.3067,1.56,1.57,baja,baja
409,968,Av. Arequipa,0.5226,1.99,1.49,baja,baja
409,35,Av. Petit Thouars,0.6448,2.63,1.52,media,baja
409,569,Av. La Encalada,0.697,2.42,2.21,baja,baja
409,1023,Av. La Encalada,0.8555,3.82,1.68,media,baja
409,579,Av. Angamos,1.0015,4.01,2.28,media,baja
410,1344,Av. Tomas Marsano,0.4299,2.99,1.18,alta,baja
410,583,Av. Universitaria,0.6846,2.24,2.22,baja,baja
410,814,Av. Colonial,0.7176,2.22,1.64,baja,baja
410,942,Av. Primavera,0.7292,2.42,1.99,media,baja
410,1177,Av. La Marina,0.7549,2.61,1.85,alta,baja
410,694,Av. Javier Prado,0.8114,2.39,1.94,baja,baja
411,1123,Av. Benavides,0.2485,1.47,0.98,alta,baja
411,711,Av. La Marina,0.2582,2.43,1.47,alta,baja
411,883,Av. Larco,0.4989,2.79,1.07,baja,baja
411,709,Av. 28 de Julio,0.6649,2.38,1.72,baja,baja
411,1340,Av. La Encalada,0.699,2.57,2.2,media,baja
411,693,Av. Primavera,0.7722,3.62,2.34,alta,baja
412,317,Av. Caminos del Inca,0.1811,1.57,1.22,baja,baja
412,1301,Av. Angamos,0.2846,1.48,0.98,baja,baja
412,877,Av. Primavera,0.3039,2.04,1.08,baja,baja
412,923,Av. Larco,0.4905,1.87,1.9,baja,baja
412,727,Av. Santa Cruz,0.5051,2.75,1.54,alta,baja
412,382,Av. Benavides,0.5063,2.6,1.09,media,baja
413,633,Av. Colonial,0.1558,1.67,1.65,baja,baja
413,192,Av. La Marina,0.6905,3.26,1.54,media,baja
413,1101,Av. Caminos del Inca,0.899,2.8,2.25,alta,baja
413,1277,Av. Colonial,0.9386,2.94,2.52,media,baja
413,1427,Av. Larco,1.0211,3.41,1.57,media,baja
413,504,Av. Petit Thouars,1.2588,4.9,2.25,media,baja
414,1434,Av. La Marina,0.2553,1.74,0.93,media,baja
414,65,Av. Arequipa,0.288,2.12,1.57,baja,baja
414,726,Av. Benavides,0.3857,1.73,1.61,media,baja
414,1358,Av. La Encalada,0.4003,2.74,0.96,media,baja
414,190,Av. Angamos,0.4521,2.76,1.59,alta,baja
414,673,Av. Caminos del Inca,0.5733,1.93,1.37,baja,baja
415,238,Av. Arequipa,0.0971,1.08,1.41,alta,baja
415,1433,Av. Angamos,0.1335,1.16,0.74,baja,baja
415,473,Av. Arequipa,0.5721,3.21,1.53,baja,baja
415,115,Av. Universitaria,0.7616,2.83,2.27,alta,baja
415,596,Av. Brasil,0.7732,2.84,1.6,alta,baja
415,1168,Av. Universitaria,0.7955,2.57,1.47,alta,baja
416,1304,Av. El Derby,0.2783,1.83,1.76,media,baja
416,131,Av. Tomas Marsano,0.4397,2.45,1.59,alta,baja
416,185,Av. Javier Prado,0.4848,1.85,1.13,alta,baja
416,1006,Av. Santa Cruz,0.6361,1.87,2.07,media,baja
416,1386,Av. Petit Thouars,0.9074,3.17,2.39,media,baja
416,30,Av. Javier Prado,1.0245,3.66,1.79,baja,baja
417,397,Av. La Encalada,0.1273,1.71,1.17,media,media
417,1405,Av. Javier Prado,0.2127,2.1,0.97,media,media
417,738,Av. Javier Prado,0.2462,2.48,1.63,media,media
417,1432,Av. Larco,0.3125,2.08,1.74,alta,media
417,1029,Av. Brasil,0.3494,2.42,0.85,alta,media
417,1024,Av. Salaverry,0.3699,3.0,1.8,media,media
418,634,Av. Santa Cruz,0.1179,1.89,1.52,baja,baja
418,313,Av. Santa Cruz,0.3091,1.76,1.19,alta,baja
418,568,Av. Santa Cruz,0.3575,1.4,1.37,alta,baja
418,205,Av. Javier Prado,0.4014,2.17,0.86,alta,baja
418,720,Via Expresa,0.502,2.05,2.04,baja,baja
418,1193,Av. Tomas Marsano,0.5404,2.88,2.06,baja,baja
419,1478,Av. Santa Cruz,0.2692,2.22,1.52,media,alta
419,782,Av. 28 de Julio,0.2849,1.88,1.52,alta,alta
419,743,Av. Santa Cruz,0.3649,2.6,1.79,baja,alta
419,868,Av. Tomas Marsano,0.394,2.4,1.73,alta,alta
419,1263,Av. Larco,0.4141,2.52,1.73,alta,alta
419,969,Av. Petit Thouars,0.4803,3.07,1.97,media,alta
420,1031,Av. Tomas Marsano,0.155,1.6,1.5,alta,baja
420,846,Av. Colonial,0.2684,1.98,1.4,media,baja
420,529,Av. 28 de Julio,0.3764,1.89,1.45,alta,baja
420,689,Av. Aviacion,0.4326,2.56,1.7,baja,baja
420,1437,Av. Brasil,0.4492,2.27,1.09,baja,baja
420,1484,Av. La Marina,0.4877,2.49,1.74,baja,baja
421,994,Av. Arequipa,0.3281,2.66,1.59,baja,baja
421,1429,Av. Angamos,0.4112,1.78,0.81,baja,baja
421,988,Av. Aviacion,0.4255,2.03,0.83,alta,baja
421,374,Av. Arequipa,0.5248,2.2,1.45,alta,baja
421,963,Av. La Marina,0.5663,3.01,2.1,baja,baja
421,349,Av. Arequipa,0.5933,3.12,1.53,baja,baja
422,487,Av. Brasil,0.6816,2.12,1.93,media,baja
422,848,Av. Larco,0.7894,3.69,1.27,media,baja
422,620,Av. La Marina,0.8548,3.61,2.27,media,baja
422,111,Av. Universitaria,1.0328,3.97,2.09,alta,baja
422,577,Av. Javier Prado,1.0424,4.27,1.98,baja,baja
422,1105,Av. Petit Thouars,1.1434,3.77,2.22,baja,baja
423,302,Av. La Marina,0.29,1.3,0.86,alta,baja
423,1401,Av. Petit Thouars,0.2955,1.5,1.65,baja,baja
423,822,Av. Universitaria,0.5208,2.84,1.01,media,baja
423,1183,Av. La Encalada,0.5404,2.26,1.55,baja,baja
423,38,Via Expresa,0.6195,2.48,2.08,alta,baja
423,41,Av. Petit Thouars,0.801,2.65,1.88,media,baja
424,1176,Av. Tomas Marsano,0.3062,1.99,1.71,baja,baja
424,292,Av. Brasil,0.6467,3.18,1.09,alta,baja
424,813,Av. Primavera,0.6501,1.92,2.26,alta,baja
424,407,Av. Angamos,0.8137,3.04,2.37,media,baja
424,1488,Av. Santa Cruz,1.0123,3.7,1.55,alta,baja
424,1427,Av. Aviacion,1.1787,3.88,2.51,alta,baja
425,440,Via Expresa,0.5181,2.21,1.9,media,baja
425,159,Av. Petit Thouars,0.5398,2.09,1.58,baja,baja
425,319,Av. Larco,0.5617,2.5,1.05,alta,baja
425,937,Av. El Derby,0.6461,2.07,1.66,baja,baja
425,1377,Av. La Encalada,0.6572,3.15,1.89,media,baja
425,818,Via Expresa,0.7265,2.57,1.39,alta,baja
426,729,Av. Universitaria,0.4742,3.03,1.15,media,media
426,1231,Av. Larco,0.6404,2.4,1.89,media,media
426,208,Av. El Derby,0.644,3.47,1.5,alta,media
426,800,Av. Universitaria,0.7742,3.19,1.89,alta,media
426,1487,Via Expresa,0.815,3.98,1.57,media,media
426,516,Av. Salaverry,0.9626,3.65,1.94,baja,media
427,209,Av. La Encalada,0.131,1.27,1.08,baja,baja
427,465,Av. Petit Thouars,0.3055,2.72,1.4,baja,baja
427,1049,Av. La Encalada,0.3925,1.6,1.18,media,baja
427,234,Av. La Marina,0.4153,1.62,1.92,alta,baja
427,236,Av. Salaverry,0.6572,2.29,1.54,alta,baja
427,1014,Av. La Marina,0.8449,3.09,1.94,alta,baja
428,1026,Av. Javier Prado,0.0184,1.64,0.96,baja,media
428,1064,Av. Caminos del Inca,0.1107,0.98,1.11,baja,media
428,592,Av. Colonial,0.1774,1.19,0.99,alta,media
428,1431,Av. Universitaria,0.1955,1.33,1.7,media,media
428,873,Av. Santa Cruz,0.2734,2.44,1.24,baja,media
428,778,Av. Caminos del Inca,0.3687,2.56,1.62,media,media
429,245,Av. Aviacion,0.3225,2.41,1.2,baja,alta
429,1329,Av. Brasil,0.3375,2.22,0.78,baja,alta
429,352,Av. 28 de Julio,0.3485,3.32,1.12,alta,alta
429,833,Av. La Marina,0.4404,2.11,1.7,media,alta
429,861,Av. Larco,0.4466,3.25,1.3,alta,alta
429,77,Av. Colonial,0.5216,3.64,1.34,alta,alta
430,914,Av. Aviacion,0.407,2.27,1.27,media,baja
430,705,Av. Colonial,0.4149,2.68,1.15,alta,baja
430,1442,Av. Petit Thouars,0.6249,2.29,1.41,media,baja
430,724,Av. Javier Prado,0.7555,2.82,1.96,media,baja
430,1175,Av. Universitaria,0.7696,2.37,2.02,media,baja
430,152,Av. El Derby,0.7805,2.54,1.78,media,baja
431,699,Av. Aviacion,0.2117,2.2,0.86,media,alta
431,926,Av. Santa Cruz,0.313,2.57,1.43,baja,alta
431,310,Av. Javier Prado,0.3132,2.56,1.14,baja,alta
431,1445,Av. Arequipa,0.3207,2.03,1.85,media,alta
431,1248,Av. Arequipa,0.3924,2.74,1.04,alta,alta
431,589,Av. La Marina,0.5157,3.29,1.34,media,alta
432,855,Av. Larco,0.113,1.2,0.83,media,media
432,1387,Av. Universitaria,0.3721,2.07,1.3,baja,media
432,722,Av. Universitaria,0.3953,2.74,0.96,media,media
432,1198,Av. Primavera,0.4121,2.01,1.51,media,media
432,683,Av. 28 de Julio,0.4164,1.64,1.58,alta,media
432,392,Av. Santa Cruz,0.4713,3.11,1.14,alta,media
433,163,Av. El Derby,0.1563,1.01,1.07,baja,media
433,364,Av. Salaverry,0.4349,2.5,1.45,alta,media
433,1086,Via Expresa,0.4572,2.55,1.57,alta,media
433,616,Av. Angamos,0.4754,2.97,1.83,alta,media
433,51,Av. Larco,0.4963,2.26,0.97,baja,media
433,801,Av. Santa Cruz,0.5056,2.78,1.92,alta,media
434,1348,Av. Benavides,0.1666,1.17,1.33,media,baja
434,695,Av. 28 de Julio,0.331,2.65,1.62,media,baja
434,1465,Av. La Encalada,0.4456,1.94,1.0,alta,baja
434,445,Av. Petit Thouars,0.4604,2.81,0.92,alta,baja
434,1459,Av. Javier Prado,0.72,2.26,2.14,baja,baja
434,113,Av. Caminos del Inca,0.8189,2.49,1.3,media,baja
435,1159,Av. Arequipa,0.2502,1.26,1.56,baja,media
435,1173,Av. Angamos,0.2869,2.12,1.48,baja,media
435,1147,Av. El Derby,0.3121,2.95,1.11,alta,media
435,1315,Av. Colonial,0.3466,2.57,0.94,media,media
435,29,Av. Benavides,0.3815,2.5,1.0,media,media
435,953,Av. Aviacion,0.5462,3.16,1.77,media,media
436,130,Av. Tomas Marsano,0.1737,1.95,1.29,alta,baja
436,5,Av. Universitaria,0.2795,1.95,1.54,media,baja
436,256,Av. La Marina,0.5292,2.18,1.51,baja,baja
436,178,Av. Brasil,0.6449,3.04,2.0,baja,baja
436,565,Av. Petit Thouars,0.673,3.06,1.99,baja,baja
436,854,Av. Larco,0.7553,2.7,2.39,alta,baja
437,515,Av. Aviacion,0.0932,1.83,1.15,baja,media
437,1316,Av. Primavera,0.1075,1.56,0.51,baja,media
437,780,Av. Santa Cruz,0.2575,1.23,1.77,media,media
437,1235,Av. Colonial,0.3216,1.78,0.87,baja,media
437,776,Av. Primavera,0.3522,2.9,1.66,alta,media
437,617,Av. Primavera,0.3962,1.71,1.66,baja,media
438,1363,Av. Primavera,0.4712,2.64,1.04,baja,alta
438,905,Av. El Derby,0.7443,4.48,1.86,media,alta
438,660,Av. Salaverry,0.8402,5.13,1.88,media,alta
438,1398,Av. Colonial,0.8511,3.46,2.4,baja,alta
438,1030,Av. Angamos,1.1899,5.84,2.31,media,alta
438,1016,Av. Benavides,1.2716,7.03,1.95,alta,alta
439,1297,Av. La Marina,0.299,1.48,1.19,baja,baja
439,308,Av. 28 de Julio,0.3791,1.28,1.66,baja,baja
439,836,Av. Arequipa,0.5377,2.77,1.18,alta,baja
439,54,Av. Aviacion,0.6414,2.04,2.09,alta,baja
439,1404,Av. 28 de Julio,0.705,3.17,1.61,alta,baja
439,1462,Av. Javier Prado,0.7285,2.68,2.14,alta,baja
440,319,Av. Javier Prado,0.0934,1.22,1.12,alta,baja
440,159,Av. Salaverry,0.3151,2.57,1.48,alta,baja
440,1319,Av. 28 de Julio,0.3731,1.86,1.64,alta,baja
440,425,Av. Angamos,0.5181,2.85,1.87,media,baja
440,1377,Av. Brasil,0.6413,3.2,1.08,media,baja
440,221,Av. 28 de Julio,0.7182,2.43,1.35,media,baja
441,222,Av. Tomas Marsano,0.1869,1.29,0.74,alta,baja
441,806,Av. Brasil,0.321,1.88,1.37,media,baja
441,180,Av. Javier Prado,0.3488,2.6,1.37,media,baja
441,273,Av. Santa Cruz,0.4312,2.56,1.54,baja,baja
441,1404,Av. Universitaria,0.6635,3.07,1.36,alta,baja
441,486,Via Expresa,0.8049,2.56,1.45,alta,baja
442,831,Av. Universitaria,0.592,2.04,1.19,alta,baja
442,512,Av. Larco,0.648,2.22,1.87,alta,baja
442,1136,Av. Petit Thouars,0.7317,2.52,2.27,baja,baja
442,1015,Av. Larco,0.7722,3.51,2.18,baja,baja
442,958,Av. Tomas Marsano,0.8476,3.14,1.4,media,baja
442,856,Av. Brasil,0.8503,3.17,2.16,alta,baja
443,869,Via Expresa,0.7715,3.85,1.47,baja,media
443,670,Av. Arequipa,0.914,3.43,1.9,baja,media
443,9,Av. Brasil,1.1712,4.64,2.3,baja,media
443,1218,Av. Larco,1.6459,5.11,2.94,baja,media
443,1194,Av. Caminos del Inca,1.7204,6.03,3.49,baja,media
443,505,Av. Primavera,1.8268,5.86,3.33,media,media
444,97,Av. Colonial,0.0108,1.65,0.85,alta,media
444,1214,Av. Caminos del Inca,0.1053,1.35,0.8,baja,media
444,885,Av. Caminos del Inca,0.358,2.76,1.16,alta,media
444,1108,Av. La Encalada,0.417,1.84,1.95,baja,media
444,1020,Av. Santa Cruz,0.4617,2.26,0.98,alta,media
444,70,Av. Santa Cruz,0.4953,1.94,1.58,media,media
445,695,Av. Primavera,0.184,2.1,1.5,alta,baja
445,1459,Av. Santa Cruz,0.3982,2.43,1.76,alta,baja
445,434,Via Expresa,0.4604,2.39,1.8,baja,baja
445,1348,Av. Benavides,0.4836,1.66,1.59,media,baja
445,113,Av. Benavides,0.511,1.98,1.44,baja,baja
445,1465,Av. Petit Thouars,0.6067,1.98,1.47,baja,baja
446,1413,Av. Colonial,0.1007,0.79,0.8,baja,media
446,1279,Av. Primavera,0.2528,1.62,1.47,baja,media
446,1264,Av. Tomas Marsano,0.2905,2.51,1.3,baja,media
446,63,Av. Arequipa,0.4437,3.08,1.57,media,media
446,287,Via Expresa,0.46,1.99,1.72,media,media
446,913,Av. Universitaria,0.515,2.76,1.62,baja,media
447,34,Av. Colonial,0.2526,1.36,1.34,alta,baja
447,1225,Av. 28 de Julio,0.4671,1.87,1.61,media,baja
447,1116,Av. Colonial,0.4766,2.27,1.0,media,baja
447,182,Av. 28 de Julio,0.6329,3.05,2.05,baja,baja
447,7,Av. 28 de Julio,0.6453,3.43,1.62,media,baja
447,876,Av. Primavera,1.1437,3.4,2.33,baja,baja
448,1337,Av. Colonial,0.4243,2.09,1.9,media,baja
448,265,Av. La Marina,0.6477,3.1,1.77,media,baja
448,358,Av. Colonial,0.7478,2.82,1.77,media,baja
448,142,Av. La Encalada,0.9116,3.2,2.29,baja,baja
448,230,Av. Aviacion,0.9392,3.8,1.63,alta,baja
448,228,Av. 28 de Julio,1.0936,3.02,1.91,media,baja
449,940,Av. Larco,0.6876,2.64,1.28,baja,baja
449,172,Av. Aviacion,0.7302,2.99,1.49,alta,baja
449,303,Av. Brasil,0.8745,2.72,2.17,alta,baja
449,1247,Av. El Derby,0.8906,4.04,2.25,media,baja
449,579,Av. La Encalada,0.9695,3.22,2.05,baja,baja
449,52,Av. Tomas Marsano,1.0593,3.27,2.63,baja,baja
450,1349,Av. La Marina,0.16,1.88,1.43,media,baja
450,11,Av. Angamos,0.3338,1.22,0.73,media,baja
450,574,Av. Petit Thouars,0.3932,2.74,1.96,media,baja
450,454,Av. Caminos del Inca,0.4026,2.25,1.6,baja,baja
450,809,Av. Aviacion,0.7817,2.32,1.98,media,baja
450,81,Av. Aviacion,0.8178,3.81,1.6,baja,baja
451,927,Av. Colonial,0.0668,1.94,1.24,baja,baja
451,932,Av. La Encalada,0.8172,2.92,2.36,media,baja
451,54,Av. Santa Cruz,0.9233,2.93,2.53,alta,baja
451,911,Av. Colonial,0.9389,2.9,2.17,baja,baja
451,474,Av. Caminos del Inca,1.2049,4.34,2.03,baja,baja
451,308,Av. Universitaria,1.2377,3.3,2.9,alta,baja
452,899,Av. Larco,0.3119,2.14,1.84,baja,baja
452,1470,Av. Salaverry,0.3645,2.49,1.9,media,baja
452,933,Av. El Derby,0.3877,2.21,1.75,media,baja
452,1305,Av. El Derby,0.3916,2.86,0.97,baja,baja
452,1037,Av. Arequipa,0.4994,1.95,2.04,media,baja
452,175,Av. Benavides,0.5435,2.18,1.97,alta,baja
453,1091,Av. Petit Thouars,0.1847,2.37,1.4,baja,media
453,878,Av. Larco,0.4357,2.19,0.95,alta,media
453,859,Av. 28 de Julio,0.4383,2.5,0.95,alta,media
453,664,Av. Arequipa,0.471,2.06,1.75,alta,media
453,402,Av. Aviacion,0.6214,3.17,2.17,media,media
453,72,Av. Angamos,0.6314,2.38,2.19,media,media
454,450,Av. Petit Thouars,0.4026,2.26,1.61,baja,baja
454,81,Av. Benavides,0.4685,3.07,1.43,alta,baja
454,1349,Via Expresa,0.476,2.9,1.43,baja,baja
454,972,Av. Angamos,0.6067,3.29,1.31,baja,baja
454,11,Av. Arequipa,0.7355,2.78,1.69,alta,baja
454,321,Av. Santa Cruz,0.7773,2.84,2.4,alta,baja
455,646,Av. Caminos del Inca,0.185,1.67,1.06,media,baja
455,1262,Av. Colonial,0.3957,1.48,1.33,alta,baja
455,1386,Av. Benavides,0.4966,2.5,1.18,alta,baja
455,1465,Av. Petit Thouars,0.639,3.17,1.54,alta,baja
455,185,Av. Angamos,0.7514,2.29,2.15,alta,baja
455,131,Av. Petit Thouars,0.7994,2.96,1.32,alta,baja
456,768,Av. Salaverry,0.8065,2.47,1.79,baja,baja
456,462,Av. Brasil,0.9911,3.14,2.66,baja,baja
456,198,Av. Aviacion,1.1012,2.96,1.7,baja,baja
456,852,Av. Angamos,1.2267,3.87,2.24,baja,baja
456,679,Av. La Marina,1.3069,3.76,2.64,media,baja
456,1298,Av. 28 de Julio,1.328,5.05,2.28,media,baja
457,1233,Av. Salaverry,0.3802,3.46,1.79,media,muy_alta
457,1013,Av. 28 de Julio,0.4641,3.68,1.02,baja,muy_alta
457,1095,Av. Salaverry,0.5602,3.85,1.86,alta,muy_alta
457,1130,Av. Universitaria,0.5738,3.78,1.76,baja,muy_alta
457,1485,Av. Javier Prado,0.6252,4.7,1.33,alta,muy_alta
457,1119,Av. Brasil,0.7258,5.0,1.28,media,muy_alta
458,270,Av. Tomas Marsano,0.4806,2.83,1.66,baja,media
458,640,Av. Tomas Marsano,0.8245,4.38,2.03,baja,media
458,10,Av. Larco,0.922,3.98,1.89,alta,media
458,1034,Av. Caminos del Inca,0.93,3.75,2.09,baja,media
458,1419,Av. Angamos,0.9402,3.08,2.01,media,media
458,1487,Av. Arequipa,1.0897,4.68,1.71,alta,media
459,383,Av. La Encalada,0.0886,0.94,1.3,baja,baja
459,652,Av. La Encalada,0.2338,1.41,1.03,alta,baja
459,400,Av. Larco,0.3205,1.97,0.82,alta,baja
459,1342,Av. Arequipa,0.495,2.45,1.83,alta,baja
459,897,Av. Larco,0.588,2.34,1.65,media,baja
459,16,Av. Colonial,0.6425,2.84,2.19,alta,baja
460,1039,Av. Universitaria,0.094,0.95,1.37,baja,media
460,990,Av. La Marina,0.1899,2.22,1.47,media,media
460,1399,Av. 28 de Julio,0.3332,2.44,1.45,alta,media
460,1193,Av. Benavides,0.5578,2.47,1.35,media,media
460,748,Av. Petit Thouars,0.6375,2.89,1.18,alta,media
460,866,Av. La Marina,0.681,3.01,1.8,media,media
461,1451,Av. El Derby,0.3374,2.53,1.83,media,baja
461,1192,Av. Brasil,0.4426,2.95,1.0,alta,baja
461,715,Av. Arequipa,0.7206,3.15,2.18,baja,baja
461,1210,Av. Javier Prado,0.7261,3.05,1.43,alta,baja
461,1379,Av. Angamos,0.7685,2.55,2.27,media,baja
461,681,Av. Arequipa,0.8232,3.78,1.93,alta,baja
462,1298,Av. Caminos del Inca,0.3987,1.66,1.55,baja,baja
462,138,Av. Angamos,0.4476,1.89,1.05,alta,baja
462,1150,Av. Primavera,0.7563,2.16,1.85,media,baja
462,1335,Av. Santa Cruz,0.8559,3.02,1.65,baja,baja
462,155,Av. 28 de Julio,0.8673,3.75,1.37,baja,baja
462,247,Av. Salaverry,0.9641,3.4,1.52,media,baja
463,485,Av. Tomas Marsano,0.5421,3.0,1.16,alta,media
463,874,Av. Arequipa,0.5786,3.04,1.4,media,media
463,1352,Av. Petit Thouars,0.6772,2.83,1.66,media,media
463,657,Av. Benavides,0.7164,3.81,1.82,media,media
463,88,Av. Javier Prado,0.7286,3.2,1.33,alta,media
463,1468,Av. Petit Thouars,0.7814,3.8,1.8,baja,media
464,1197,Av. Angamos,0.592,3.33,1.03,alta,baja
464,828,Av. Angamos,0.7665,3.38,1.9,media,baja
464,581,Av. Caminos del Inca,0.8247,3.09,1.5,baja,baja
464,219,Via Expresa,1.2768,4.68,2.02,media,baja
464,910,Av. Arequipa,1.2906,3.87,2.01,alta,baja
464,465,Av. Tomas Marsano,1.3871,4.6,2.67,baja,baja
465,209,Av. Tomas Marsano,0.2736,1.06,1.72,baja,baja
465,427,Av. Primavera,0.3055,2.18,1.45,baja,baja
465,1049,Av. 28 de Julio,0.4054,2.05,1.15,baja,baja
465,234,Av. Caminos del Inca,0.7188,3.32,1.35,alta,baja
465,1197,Av. Brasil,0.8116,2.5,1.28,alta,baja
465,236,Av. Angamos,0.9079,3.5,2.32,media,baja
466,332,Av. 28 de Julio,0.4929,2.3,1.56,media,media
466,307,Av. El Derby,0.695,3.06,1.28,baja,media
466,820,Av. Benavides,0.9009,3.57,1.69,media,media
466,841,Av. Santa Cruz,1.1703,4.42,2.42,alta,media
466,1456,Av. Petit Thouars,1.4001,5.1,2.25,media,media
466,329,Av. Benavides,1.4144,5.69,2.49,alta,media
467,1422,Av. El Derby,0.2812,1.6,1.71,media,baja
467,799,Av. Santa Cruz,0.471,1.78,1.96,media,baja
467,268,Av. Angamos,0.6126,2.26,1.77,media,baja
467,666,Av. Arequipa,0.7712,2.34,1.47,baja,baja
467,853,Av. Brasil,0.8217,3.38,1.58,alta,baja
467,754,Av. Aviacion,1.1317,2.73,1.89,baja,baja
468,793,Av. Javier Prado,0.1584,1.26,1.28,baja,media
468,305,Av. 28 de Julio,0.1644,1.77,1.17,alta,media
468,757,Av. 28 de Julio,0.2018,2.48,1.33,media,media
468,96,Av. Angamos,0.3857,1.56,1.57,baja,media
468,280,Av. Larco,0.5198,2.67,2.04,baja,media
468,1281,Av. 28 de Julio,0.5222,3.14,1.47,baja,media
469,85,Av. Universitaria,0.0927,0.8,0.97,media,media
469,839,Av. Tomas Marsano,0.195,1.72,1.14,baja,media
469,311,Av. Santa Cruz,0.356,2.22,1.8,baja,media
469,575,Av. Colonial,0.6522,3.14,2.07,baja,media
469,240,Av. Angamos,0.9728,3.91,1.9,alta,media
469,844,Av. La Encalada,1.0536,3.83,1.76,media,media
470,531,Av. La Marina,0.1391,1.11,1.66,alta,alta
470,1369,Av. Primavera,0.3734,3.0,1.1,baja,alta
470,1143,Av. Primavera,0.4515,3.21,1.59,media,alta
470,1306,Av. Arequipa,0.4687,2.6,0.9,alta,alta
470,884,Av. Aviacion,0.511,2.68,1.13,media,alta
470,788,Av. Santa Cruz,0.5116,3.07,1.28,alta,alta
471,1114,Av. Aviacion,0.181,1.77,1.23,alta,media
471,1161,Av. Angamos,0.4288,2.97,0.84,alta,media
471,944,Av. Universitaria,0.5487,3.11,1.07,media,media
471,279,Av. Benavides,0.5993,2.88,2.09,baja,media
471,694,Av. Brasil,0.6105,2.72,1.44,baja,media
471,764,Av. La Marina,0.6791,2.8,1.93,alta,media
472,17,Av. Caminos del Inca,0.6426,3.07,1.87,baja,baja
472,377,Av. Tomas Marsano,1.0061,3.28,2.22,baja,baja
472,78,Av. Aviacion,1.0571,3.02,2.52,media,baja
472,580,Av. El Derby,1.1014,3.18,2.4,alta,baja
472,1464,Av. El Derby,1.313,3.85,2.1,alta,baja
472,135,Av. Universitaria,1.3347,3.31,2.36,alta,baja
473,1323,Av. Santa Cruz,0.4676,1.96,0.96,baja,baja
473,238,Av. Petit Thouars,0.4784,2.35,1.8,alta,baja
473,415,Av. Primavera,0.5721,2.41,1.13,alta,baja
473,894,Av. El Derby,0.675,3.43,1.34,baja,baja
473,1433,Av. Colonial,0.6776,2.2,1.94,baja,baja
473,1168,Av. Larco,0.8314,2.35,2.28,alta,baja
474,316,Av. Petit Thouars,0.4508,2.22,1.06,alta,baja
474,1263,Av. Caminos del Inca,0.5374,2.14,1.76,baja,baja
474,969,Av. Salaverry,0.6748,3.07,2.16,baja,baja
474,419,Via Expresa,0.949,3.4,1.88,baja,baja
474,743,Av. Arequipa,0.9711,4.06,2.2,alta,baja
474,915,Via Expresa,0.9721,3.72,1.48,alta,baja
475,1179,Av. Benavides,0.0836,1.1,0.78,media,media
475,680,Av. Colonial,0.6184,3.23,1.69,media,media
475,1017,Av. La Encalada,0.6721,3.2,2.09,baja,media
475,1417,Av. Larco,0.7246,3.6,1.23,alta,media
475,1172,Av. Tomas Marsano,0.9143,3.39,2.13,baja,media
475,47,Av. Universitaria,0.9834,3.8,1.73,media,media
476,1380,Av. Primavera,0.2353,1.85,0.94,media,alta
476,367,Via Expresa,0.316,2.64,1.82,media,alta
476,1457,Av. Primavera,0.3689,3.38,1.34,alta,alta
476,549,Av. El Derby,0.6148,4.0,1.67,baja,alta
476,840,Av. La Marina,0.6307,4.39,1.63,baja,alta
476,1009,Av. Caminos del Inca,0.664,4.21,1.15,alta,alta
477,827,Av. Larco,0.3553,1.78,1.21,baja,baja
477,808,Av. Primavera,0.4879,2.22,1.99,media,baja
477,967,Av. Salaverry,0.6871,2.73,2.12,media,baja
477,1392,Av. El Derby,0.7035,3.15,1.32,alta,baja
477,258,Av. Tomas Marsano,0.7568,3.39,1.66,media,baja
477,1187,Av. Aviacion,0.7626,2.75,1.81,baja,baja
478,285,Av. Benavides,0.1226,2.18,0.63,alta,muy_alta
478,1246,Av. Arequipa,0.1386,1.62,0.77,alta,muy_alta
478,1098,Via Expresa,0.1616,2.15,1.17,alta,muy_alta
478,756,Av. Tomas Marsano,0.3858,3.52,1.91,baja,muy_alta
478,959,Av. Benavides,0.4074,2.73,1.1,alta,muy_alta
478,1275,Av. Colonial,0.4742,3.89,1.84,media,muy_alta
479,1330,Av. Salaverry,0.1601,1.52,0.78,media,baja
479,1222,Av. Santa Cruz,0.4786,2.62,1.49,baja,baja
479,1293,Av. Aviacion,0.7924,3.01,1.31,alta,baja
479,678,Av. Aviacion,0.8667,3.28,2.48,media,baja
479,681,Av. Santa Cruz,1.1717,3.78,2.39,alta,baja
479,618,Av. El Derby,1.1782,4.54,2.2,baja,baja
480,1148,Av. Larco,0.3445,1.68,1.41,alta,baja
480,1384,Av. Petit Thouars,0.3545,1.37,1.46,alta,baja
480,843,Av. Tomas Marsano,0.5166,2.52,1.72,baja,baja
480,550,Av. Arequipa,0.6619,2.08,1.78,alta,baja
480,606,Av. Colonial,0.7949,2.09,2.18,alta,baja
480,336,Av. La Marina,1.1513,3.09,2.84,alta,baja
481,528,Av. Santa Cruz,0.1423,1.38,0.93,media,media
481,1199,Av. Javier Prado,0.2118,2.43,1.54,alta,media
